[2025-06-28 17:39:56,652] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:24:51,031] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL http://example.com/product: Price is out of range (15000.0).
[2025-06-28 18:24:51,032] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:24:51,092] [INFO] [src.scrapers.factory] [NO_SESSION] - ScraperFactory initialized with 5 scrapers
[2025-06-28 18:24:51,094] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 18:24:51,094] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 18:24:51,096] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: ebay -> EbayScraper
[2025-06-28 18:24:51,097] [INFO] [EbayScraper] [NO_SESSION] - Initialized ebay scraper
[2025-06-28 18:24:51,099] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: walmart_selenium -> WalmartSeleniumScraper
[2025-06-28 18:24:51,099] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Initialized walmart scraper
[2025-06-28 18:24:52,531] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Selenium WebDriver initialized successfully
[2025-06-28 18:24:52,748] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - WebDriver closed successfully
[2025-06-28 18:24:52,750] [ERROR] [src.cli.utils.config] [NO_SESSION] - Scraper configuration not found for site: unknown_site
[2025-06-28 18:25:19,112] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:25:19,223] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:25:19,225] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:25:19,227] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL http://example.com/product: Title is too short (min: 5).
[2025-06-28 18:25:19,230] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:25:19,231] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL http://example.com/product: Price is out of range (15000.0).
[2025-06-28 18:25:19,232] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:25:19,295] [INFO] [src.scrapers.factory] [NO_SESSION] - ScraperFactory initialized with 5 scrapers
[2025-06-28 18:25:19,297] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 18:25:19,297] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 18:25:19,298] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: ebay -> EbayScraper
[2025-06-28 18:25:19,298] [INFO] [EbayScraper] [NO_SESSION] - Initialized ebay scraper
[2025-06-28 18:25:19,299] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: walmart_selenium -> WalmartSeleniumScraper
[2025-06-28 18:25:19,299] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Initialized walmart scraper
[2025-06-28 18:25:19,795] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Selenium WebDriver initialized successfully
[2025-06-28 18:25:19,996] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - WebDriver closed successfully
[2025-06-28 18:25:19,998] [ERROR] [src.cli.utils.config] [NO_SESSION] - Scraper configuration not found for site: unknown_site
[2025-06-28 18:26:02,523] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:26:02,636] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:26:02,637] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:26:02,638] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL http://example.com/product: Title is too short (min: 5).
[2025-06-28 18:26:02,639] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:26:02,639] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL http://example.com/product: Price is out of range (15000.0).
[2025-06-28 18:26:02,640] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:26:02,700] [INFO] [src.scrapers.factory] [NO_SESSION] - ScraperFactory initialized with 5 scrapers
[2025-06-28 18:26:02,700] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 18:26:02,701] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 18:26:02,702] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: ebay -> EbayScraper
[2025-06-28 18:26:02,702] [INFO] [EbayScraper] [NO_SESSION] - Initialized ebay scraper
[2025-06-28 18:26:02,703] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: walmart_selenium -> WalmartSeleniumScraper
[2025-06-28 18:26:02,703] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Initialized walmart scraper
[2025-06-28 18:26:03,166] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Selenium WebDriver initialized successfully
[2025-06-28 18:26:03,375] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - WebDriver closed successfully
[2025-06-28 18:26:03,377] [ERROR] [src.cli.utils.config] [NO_SESSION] - Scraper configuration not found for site: unknown_site
[2025-06-28 18:26:35,049] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:26:35,214] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:26:35,220] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:26:35,221] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL http://example.com/product: Title is too short (min: 5).
[2025-06-28 18:26:35,222] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:26:35,223] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL http://example.com/product: Price is out of range (15000.0).
[2025-06-28 18:26:35,224] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:26:35,225] [INFO] [src.scrapers.factory] [NO_SESSION] - ScraperFactory initialized with 5 scrapers
[2025-06-28 18:26:35,226] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 18:26:35,226] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 18:26:35,227] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: ebay -> EbayScraper
[2025-06-28 18:26:35,227] [INFO] [EbayScraper] [NO_SESSION] - Initialized ebay scraper
[2025-06-28 18:26:35,228] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: walmart_selenium -> WalmartSeleniumScraper
[2025-06-28 18:26:35,228] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Initialized walmart scraper
[2025-06-28 18:26:35,992] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Selenium WebDriver initialized successfully
[2025-06-28 18:26:36,195] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - WebDriver closed successfully
[2025-06-28 18:26:36,203] [ERROR] [src.cli.utils.config] [NO_SESSION] - Scraper configuration not found for site: unknown_site
[2025-06-28 18:29:33,760] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:33:55,335] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:33:55,782] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:33:57,064] [INFO] [src.data.database] [19166f43] - Database tables created successfully
[2025-06-28 18:33:57,064] [INFO] [src.data.database] [19166f43] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:33:57,064] [INFO] [src.cli.interface] [19166f43] - CLI initialized with session ID: 19166f43
[2025-06-28 18:33:57,065] [INFO] [src.cli.commands.scrape_commands] [19166f43] - Starting concurrent scraping run with 3 workers.
[2025-06-28 18:33:57,066] [INFO] [ConcurrentScrapingManager] [19166f43] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 18:33:57,066] [INFO] [src.data.processors] [19166f43] - DataProcessor initialized with validation rules.
[2025-06-28 18:33:57,109] [ERROR] [src.data.database] [19166f43] - Database session error: name 'Site' is not defined
[2025-06-28 18:34:03,184] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:34:03,444] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:34:49,360] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:34:49,682] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:34:50,053] [INFO] [src.data.database] [3741caa3] - Database tables created successfully
[2025-06-28 18:34:50,053] [INFO] [src.data.database] [3741caa3] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:34:50,053] [INFO] [src.cli.interface] [3741caa3] - CLI initialized with session ID: 3741caa3
[2025-06-28 18:34:50,054] [INFO] [src.data.database] [3741caa3] - Database tables created successfully
[2025-06-28 18:34:50,055] [INFO] [src.cli.commands.db_commands] [3741caa3] - Database initialized via CLI.
[2025-06-28 18:34:55,657] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:34:56,007] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:34:56,331] [INFO] [src.data.database] [125c1225] - Database tables created successfully
[2025-06-28 18:34:56,331] [INFO] [src.data.database] [125c1225] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:34:56,332] [INFO] [src.cli.interface] [125c1225] - CLI initialized with session ID: 125c1225
[2025-06-28 18:34:56,332] [INFO] [src.cli.commands.scrape_commands] [125c1225] - Starting concurrent scraping run with 3 workers.
[2025-06-28 18:34:56,332] [INFO] [ConcurrentScrapingManager] [125c1225] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 18:34:56,332] [INFO] [src.data.processors] [125c1225] - DataProcessor initialized with validation rules.
[2025-06-28 18:34:56,379] [WARNING] [src.cli.commands.scrape_commands] [125c1225] - No active URLs found in the database to scrape.
[2025-06-28 18:35:02,234] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:35:02,550] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:35:02,984] [INFO] [src.data.database] [880497a5] - Database tables created successfully
[2025-06-28 18:35:02,984] [INFO] [src.data.database] [880497a5] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:35:02,984] [INFO] [src.cli.interface] [880497a5] - CLI initialized with session ID: 880497a5
[2025-06-28 18:35:09,975] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:35:10,084] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:35:10,088] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:35:10,089] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL http://example.com/product: Title is too short (min: 5).
[2025-06-28 18:35:10,090] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:35:10,091] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL http://example.com/product: Price is out of range (15000.0).
[2025-06-28 18:35:10,091] [INFO] [src.data.processors] [NO_SESSION] - DataProcessor initialized with validation rules.
[2025-06-28 18:35:10,093] [INFO] [src.scrapers.factory] [NO_SESSION] - ScraperFactory initialized with 5 scrapers
[2025-06-28 18:35:10,093] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 18:35:10,094] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 18:35:10,095] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: ebay -> EbayScraper
[2025-06-28 18:35:10,095] [INFO] [EbayScraper] [NO_SESSION] - Initialized ebay scraper
[2025-06-28 18:35:10,096] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: walmart_selenium -> WalmartSeleniumScraper
[2025-06-28 18:35:10,096] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Initialized walmart scraper
[2025-06-28 18:35:11,413] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - Selenium WebDriver initialized successfully
[2025-06-28 18:35:11,629] [INFO] [WalmartSeleniumScraper] [NO_SESSION] - WebDriver closed successfully
[2025-06-28 18:35:11,631] [ERROR] [src.cli.utils.config] [NO_SESSION] - Scraper configuration not found for site: unknown_site
[2025-06-28 18:38:25,719] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:38:26,046] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:38:26,427] [INFO] [src.data.database] [1bf22e61] - Database tables created successfully
[2025-06-28 18:38:26,427] [INFO] [src.data.database] [1bf22e61] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:38:26,427] [INFO] [src.cli.interface] [1bf22e61] - CLI initialized with session ID: 1bf22e61
[2025-06-28 18:38:26,427] [INFO] [src.cli.commands.scrape_commands] [1bf22e61] - Starting concurrent scraping run with 3 workers.
[2025-06-28 18:38:26,428] [INFO] [ConcurrentScrapingManager] [1bf22e61] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 18:38:26,428] [INFO] [src.data.processors] [1bf22e61] - DataProcessor initialized with validation rules.
[2025-06-28 18:38:26,484] [WARNING] [src.cli.commands.scrape_commands] [1bf22e61] - No active URLs found in the database to scrape.
[2025-06-28 18:38:31,673] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:38:31,934] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:38:32,177] [INFO] [src.data.database] [a5237d88] - Database tables created successfully
[2025-06-28 18:38:32,177] [INFO] [src.data.database] [a5237d88] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:38:32,177] [INFO] [src.cli.interface] [a5237d88] - CLI initialized with session ID: a5237d88
[2025-06-28 18:38:32,178] [INFO] [src.cli.commands.scrape_commands] [a5237d88] - Starting concurrent scraping run with 3 workers.
[2025-06-28 18:38:32,178] [INFO] [ConcurrentScrapingManager] [a5237d88] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 18:38:32,178] [INFO] [src.data.processors] [a5237d88] - DataProcessor initialized with validation rules.
[2025-06-28 18:38:32,222] [WARNING] [src.cli.commands.scrape_commands] [a5237d88] - No active URLs found in the database to scrape.
[2025-06-28 18:39:49,028] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:39:49,039] [INFO] [src.data.database] [NO_SESSION] - Database tables created successfully
[2025-06-28 18:39:49,039] [INFO] [src.data.database] [NO_SESSION] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:39:49,052] [ERROR] [src.data.database] [NO_SESSION] - Database session error: (sqlite3.IntegrityError) UNIQUE constraint failed: sites.name
[SQL: INSERT INTO sites (name, base_url, scraper_type, rate_limit, created_at) VALUES (?, ?, ?, ?, ?)]
[parameters: ('Amazon', 'https://www.amazon.com', 'static', 2.0, '2025-06-28 14:39:49.052585')]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2025-06-28 18:39:49,053] [ERROR] [src.data.database] [NO_SESSION] - Database session error: (sqlite3.IntegrityError) UNIQUE constraint failed: sites.name
[SQL: INSERT INTO sites (name, base_url, scraper_type, rate_limit, created_at) VALUES (?, ?, ?, ?, ?)]
[parameters: ('Amazon', 'https://www.amazon.com', 'static', 2.0, '2025-06-28 14:39:49.052585')]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2025-06-28 18:40:20,177] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:40:20,189] [INFO] [src.data.database] [NO_SESSION] - Database tables created successfully
[2025-06-28 18:40:20,190] [INFO] [src.data.database] [NO_SESSION] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:40:20,207] [INFO] [src.data.database] [NO_SESSION] - Created site: <Site(id=2, name='eBay', scraper_type='static')>
[2025-06-28 18:40:20,220] [INFO] [src.data.database] [NO_SESSION] - Created site: <Site(id=3, name='Walmart', scraper_type='selenium')>
[2025-06-28 18:40:20,233] [INFO] [src.data.database] [NO_SESSION] - Created product: <Product(id=1, name='Sony WH-1000XM4 Wireless Headphones', brand='Sony')>
[2025-06-28 18:40:20,245] [INFO] [src.data.database] [NO_SESSION] - Created product: <Product(id=2, name='iPhone 15 Pro', brand='Apple')>
[2025-06-28 18:40:20,255] [ERROR] [src.data.database] [NO_SESSION] - Database session error: Instance <Site at 0x7f3c8f317e60> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
[2025-06-28 18:40:52,275] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:40:52,286] [INFO] [src.data.database] [NO_SESSION] - Database tables created successfully
[2025-06-28 18:40:52,287] [INFO] [src.data.database] [NO_SESSION] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:40:52,310] [INFO] [src.data.database] [NO_SESSION] - Created product URL: <ProductURL(id=1, product_id=1, site_id=1)>
[2025-06-28 18:40:52,322] [INFO] [src.data.database] [NO_SESSION] - Created product URL: <ProductURL(id=2, product_id=2, site_id=1)>
[2025-06-28 18:40:57,825] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:40:58,201] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:40:58,662] [INFO] [src.data.database] [8b28c015] - Database tables created successfully
[2025-06-28 18:40:58,662] [INFO] [src.data.database] [8b28c015] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:40:58,662] [INFO] [src.cli.interface] [8b28c015] - CLI initialized with session ID: 8b28c015
